高清（电信）,#genre#
Hot炫动3D,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228578/01.m3u8?fmt=ts2hls
Hot少儿动漫,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/01.m3u8?fmt=ts2hls
UTV影视精选,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-dongzuody/index.m3u8?%20
UTV优视影院,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-youshiyy/index.m3u8?%20
UTV家庭影院,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-jiatingjc/index.m3u8?%20
UTV热播剧场,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-rebojuc/index.m3u8?%20
UTV第一电影,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-diyidy/index.m3u8?%20
UTV经典影视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-jingdianys/index.m3u8?%20
北京IPTV淘BABY,http://39.135.238.86/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
河北少儿,http://live6.plus.hebtv.com/sekjsl/sd/live.m3u8
深圳少儿,http://ye23.win/iptv/sztv.php?id=7#http://cdn.chxjon.cn/iptv/QQ582185381/sztv.php?id=7
福建少儿,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226960/index.m3u8
福建少儿,rtsp://183.252.166.199/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
熊猫频道,http://111.20.45.169/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226349/index.m3u8
家庭卡通,http://hdtv.haust.edu.cn/hls/hls77a30.m3u8
I-Hot爱动漫,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/01.m3u8
I-Hot爱玩具,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/01.m3u8
I-Hot爱幼教,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/01.m3u8
蜡笔小新,http://121.12.115.156/tx.hls.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.m3u8
爆笑虫子,http://121.12.115.156/tx.hls.huya.com/src/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.m3u8
猫和老鼠,http://121.12.115.156/tx.hls.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8

纪录,#genre#
环球奇观,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225681/1/index.m3u8?fmt=ts2hls
茶频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226240/1/index.m3u8?fmt=ts2hls
生活时尚,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226207/1/index.m3u8?fmt=ts2hls
生活时尚,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226222/1/index.m3u8?fmt=ts2hls
都市都市,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226243/1/index.m3u8?fmt=ts2hls
都市剧场,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226231/1/index.m3u8?fmt=ts2hls
河南梨园,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225701/1/index.m3u8?fmt=ts2hls
河南武术世界,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225691/1/index.m3u8?fmt=ts2hls
河南文物宝库,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225766/1/index.m3u8?fmt=ts2hls
重庆汽摩,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225736/1/index.m3u8?fmt=ts2hls
江苏靓装,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225680/1/index.m3u8?fmt=ts2hls
摄影频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225683/1/index.m3u8?fmt=ts2hls
国学频道,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225692/1/index.m3u8?fmt=ts2hls
天元围棋,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225714/1/index.m3u8?fmt=ts2hls
NNM游戏竞技,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226162/1/index.m3u8?fmt=ts2hls
成铁电视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226101/1/index.m3u8?fmt=ts2hls
成铁职教,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226150/1/index.m3u8?fmt=ts2hls
铁路电视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226098/1/index.m3u8?fmt=ts2hls
金鹰纪实,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls
金鹰纪实,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226064/1/index.m3u8?fmt=ts2hls
纪实人文,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225767/1/index.m3u8?fmt=ts2hls
纪实人文,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226144/1/index.m3u8?fmt=ts2hls
全纪实,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226214/1/index.m3u8?fmt=ts2hls
全纪实,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226221/1/index.m3u8?fmt=ts2hls
快乐垂钓,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226224/1/index.m3u8?fmt=ts2hls
法制天地,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226199/1/index.m3u8?fmt=ts2hls
法制天地,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226209/1/index.m3u8?fmt=ts2hls
京视剧场,http://223.110.241.137:6610/gitv/live1/G_JINGJU/G_JINGJU/?type=.m3u8
相声小品,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8
Discovery,http://hdtv.lzu6.edu.cn/hls/discovery.m3u8
家庭理财,http://223.110.241.137:6610/gitv/live1/G_ZHIYEZN/G_ZHIYEZN/?type=.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
世界地理,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls
生态环境,http://223.110.241.137:6610/gitv/live1/G_XINYULE/G_XINYULE/?type=.m3u8
茶频道,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226859/index.m3u8
江西陶瓷,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226983/index.m3u8
考试在线,http://223.110.241.137:6610/gitv/live1/G_KAOSHIZX/G_KAOSHIZX/?type=.m3u8
求索动物,http://117.148.187.83/PLTV/88888888/224/3221226695/index.m3u8
求索动物,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
求索纪录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
动物星球,http://50.7.59.216:61980/myplay/cn_3_13014/index.m3u8?key=84797b799ae18d1b
美食星球,http://50.7.59.216:61980/myplay/cn_0_8804/index.m3u8?key=84797b799ae18d1b
Hot高清娱乐,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/01.m3u8?fmt=ts2hls
Hot漫游世界,http://117.148.187.96/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/01.m3u8?fmt=ts2hls
Hot电子竞技,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/01.m3u8?fmt=ts2hls
Hot风尚音乐,http://39.134.176.154/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/01.m3u8?fmt=ts2hls
Hot探索纪录,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/01.m3u8?fmt=ts2hls

besTV,#genre#
新视觉,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8
动漫秀场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dmxchd/4000000/mnf.m3u8
动漫秀场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://39.134.39.39/PLTV/88888888/224/3221226170/index.m3u8
魅力足球,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
极速汽车,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jsqchd/4000000/mnf.m3u8
极速汽车,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8
欢笑剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hxjchd/4000000/mnf.m3u8
欢笑剧场,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8
全纪实,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qjshd/4000000/mnf.m3u8
游戏风云,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8
游戏世界,http://39.134.39.39/PLTV/88888888/224/3221226337/index.m3u8
都市剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjchd/4000000/mnf.m3u8
都市剧场,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
都市剧场,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dsjchd/4000000/mnf.m3u8
幸福彩,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xfchd/4000000/mnf.m3u8
东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
生活时尚,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/shsshd/4000000/mnf.m3u8
法治天地,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/fztd/1300000/mnf.m3u8
法治天地,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/fztd/1300000/mnf.m3u8
金色学堂,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jingsepd/1300000/mnf.m3u8
金色频道,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jingsepd/1300000/mnf.m3u8
七彩戏剧,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qcxj/1300000/mnf.m3u8
七彩戏剧,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/qcxj/1300000/mnf.m3u8
东方财经,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dfcj/1300000/mnf.m3u8
东方财经,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/dfcj/1300000/mnf.m3u8

iptv,#genre#
IPTV大片,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226302/1.m3u8
IPTV淘电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘电影,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘剧场,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘剧场,http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘娱乐,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
IPTV淘娱乐,http://39.135.238.69/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
IPTV淘BABY,http://bjyd1.jilu8.cn/PLTV/88888888/224/3221226554/1.m3u8
IPTV萌宠TV,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
IPTV萌宠TV,http://39.135.238.68/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
IPTV4K超清,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8
IPTV3+,http://39.134.39.37/PLTV/88888888/224/3221226265/index.m3u8
IPTV5+,http://39.134.39.39/PLTV/88888888/224/3221226273/index.m3u8
IPTV6+,http://39.134.39.37/PLTV/88888888/224/3221226269/index.m3u8
IPTV8+,http://39.134.39.37/PLTV/88888888/224/3221226271/index.m3u8
IPTV野外,http://39.134.39.37/PLTV/88888888/224/3221226262/index.m3u8
IPTV法治,http://39.134.39.37/PLTV/88888888/224/3221226258/index.m3u8
IPTV谍战剧场,http://39.134.39.37/PLTV/88888888/224/3221226256/index.m3u8
IPTV相声小品,http://39.134.39.37/PLTV/88888888/224/3221226260/index.m3u8

乐视,#genre#
乐视_动作电影,http://api.idianshijia.com/gslb/live?stream_id=lsloop_dongwu&type=.m3u8
乐视_经典电影,http://api.idianshijia.com/gslb/live?stream_id=lsloop_dianying&type=.m3u8
乐视_综艺节目,http://api.idianshijia.com/gslb/live?stream_id=lsloop_zongyi&type=.m3u8
乐视_喜剧电影,http://api.idianshijia.com/gslb/live?stream_id=lsloop_xiju&type=.m3u8
经典港片,http://119.36.227.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8
票房收割机,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
豆瓣高分,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c51_lb_112_1080P_t10/c51_lb_112_1080P_t10.m3u8
惊悚午夜场,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
动画电影,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8
电影大片,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8
动作电影,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c52_lb_61_1080P_t10/c52_lb_61_1080P_t10.m3u8
华语院线,http://116.162.7.41/r/baiducdncnc.inter.ptqy.gitv.tv/tslive/c51_lb_114_1080P_t10/c51_lb_114_1080P_t10.m3u8

4k高清,#genre#
CCTV4K,http://39.134.66.66/PLTV/88888888/224/3221225638/index.m3u8
纯享4k,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
爱上4K,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8
爱上4K,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226887/index.m3u8
咪咕4K,http://cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225866/index.m3u8
咪咕4K,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226400/1.m3u8
欢笑剧场,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
美丽中国4K,https://hls.cntv.baishancdnx.cn/asp/hls/8000/0303000a/3/default/9891cea600df4e8a83851b1b1ce23194/8000.m3u8
4K花园生活,http://183.207.248.236/ott.js.chinamobile.com/PLTV/3/224/3221227746/index.m3u8
K花园娱乐,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227749/index.m3u8
4K花园影视,http://183.207.248.169/ott.js.chinamobile.com/PLTV/3/224/3221227813/index.m3u8
芒果TV,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226887/index.m3u8
北京4K,http://221.179.217.94/PLTV/88888888/224/3221226550/1.m3u8

NMM,#genre#
NNM卡通剧场,http://hdtv.lzu6.edu.cn/hls/hls167.m3u8
NNM卡通剧场,http://hdtv.lzu6.edu.cn/hls/hls77a30.m3u8
NNM大众影视,http://hdtv.lzu6.edu.cn/hls/hls164.m3u8
NNM大众影视,http://hdtv.lzu6.edu.cn/hls/hls75a27.m3u8
NNM大众影视,http://hdtv.haust.edu.cn/hls/hls75a27.m3u8
NNM家庭剧场,http://hdtv.lzu6.edu.cn/hls/hls165.m3u8
NNM家庭剧场,http://hdtv.lzu6.edu.cn/hls/hls75a28.m3u8
NNM家庭剧场,http://hdtv.haust.edu.cn/hls/hls75a28.m3u8
NNM家庭影院,http://hdtv.lzu6.edu.cn/hls/hls166.m3u8
NNM家庭影院,http://hdtv.haust.edu.cn/hls/hls75a29.m3u8
NNM家庭影院,http://hdtv.lzu6.edu.cn/hls/hls75a29.m3u8
NNM时光剧场,http://hdtv.lzu6.edu.cn/hls/hls78a48.m3u8
NNM晴天动画馆,http://hdtv.lzu6.edu.cn/hls/hls78a47.m3u8
NNM爱映画,http://hdtv.lzu6.edu.cn/hls/hls78a46.m3u8
NNM亚洲电影,http://hdtv.lzu6.edu.cn/hls/hls30.m3u8
NNM亚洲电影,http://hdtv.haust.edu.cn/hls/hls30.m3u8
NNM原声电影,http://hdtv.lzu6.edu.cn/hls/hls33.m3u8
NNM古装剧场,http://hdtv.lzu6.edu.cn/hls/hls54.m3u8
NNM古装剧场,http://hdtv.haust.edu.cn/hls/hls54.m3u8
NNM喜剧影院,http://hdtv.lzu6.edu.cn/hls/hls6.m3u8
NNM家庭影院,http://hdtv.lzu6.edu.cn/hls/hls39.m3u8
NNM家庭理财,http://hdtv.lzu6.edu.cn/hls/hls15.m3u8
NNM家庭理财,http://hdtv.lzu6.edu.cn/hls/hls19.m3u8
NNM怀旧电影,http://hdtv.lzu6.edu.cn/hls/hls48.m3u8
NNM新动漫,http://hdtv.lzu6.edu.cn/hls/hls64.m3u8
NNM游戏竞技,http://hdtv.lzu6.edu.cn/hls/hls112.m3u8
NNM热播电影,http://hdtv.lzu6.edu.cn/hls/hls32.m3u8
NNM生活剧场,http://hdtv.lzu6.edu.cn/hls/hls37.m3u8
NNM电子体育,http://hdtv.lzu6.edu.cn/hls/hls24.m3u8
NNM纪录片,http://hdtv.lzu6.edu.cn/hls/hls66.m3u8
NNM经典剧场,http://hdtv.lzu6.edu.cn/hls/hls89.m3u8
NNM网络棋牌,http://hdtv.lzu6.edu.cn/hls/hls65.m3u8
NNM译制片,http://hdtv.lzu6.edu.cn/hls/hls31.m3u8

IHOT,#genre#
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com

NEWTV,#genre#
NewTV中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
NewTV家庭剧场http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
NewTV惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV搏击运动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV动画王国,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
NewTV欢乐剧场,http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
NewTV精品电影,http://39.134.65.4:80/wh7f454c46tw1749080918_-1055122425/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8?icpid=88888888&RTS=1554599521&from=1&hms_devid=4
NewTV功夫剧场,http://39.134.65.84:80/wh7f454c46tw1933122944_256139629/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8?icpid=88888888&RTS=1579029479&from=1&hms_devid=130

LY轮播,#genre#
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519&type=.flv
丧尸鬼片恐怖惊悚,http://zzy789.xyz/douyu1.php?id=96577&type=.flv
MV轮播,http://zzy789.xyz/douyu1.php?id=9926372&type=.flv
周杰伦MV,http://zzy789.xyz/douyu1.php?id=7537296&type=.flv
华语点歌台,http://zzy789.xyz/douyu1.php?id=3186217&type=.flv
爱情公寓720,http://zzy789.xyz/douyu1.php?id=6863367&type=.flv
爱情公寓1080,http://zzy789.xyz/douyu1.php?id=2838296&type=.flv
庆余年,http://zzy789.xyz/douyu1.php?id=5908256&type=.flv
庆余年2,http://zzy789.xyz/douyu1.php?id=9633542&type=.flv
万万没想到,http://zzy789.xyz/douyu1.php?id=9220456&type=.flv
经典小品相声,http://zzy789.xyz/douyu1.php?id=9067836&type=.flv
林正英,http://zzy789.xyz/douyu1.php?id=218859&type=.flv
神探狄仁杰,http://zzy789.xyz/douyu1.php?id=674441&type=.flv
鬼吹灯系列,http://zzy789.xyz/douyu1.php?id=7701735&type=.flv
新白娘子传奇全集HD,http://cn-lnsy-cu-live-02.bilivideo.com/live-bvc/937156/live_234117739_9751143.m3u8
美食李子柒,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8

YY轮播,#genre#
香港赌片-精彩不间断,http://106.53.212.251/daili/yy.php?id=29900720&type=.m3u8
周星驰-经典搞笑赌片,http://106.53.212.251/daili/yy.php?id=1353881242&type=.m3u8
林正英-僵尸鬼片,http://106.53.212.251/daili/yy.php?id=34229877&type=.m3u8
亮剑 超清全屏,http://106.53.212.251/daili/yy.php?id=32110908&type=.m3u8
欧美《新电影》500部,http://106.53.212.251/daili/yy.php?id=14503914&type=.m3u8
雍正王朝,http://106.53.212.251/daili/yy.php?id=26650882&type=.m3u8
YY林正英,http://106.53.212.251/daili/yy.php?id=24066336&type=.m3u8
YY爱情公寓,http://106.53.212.251/daili/yy.php?id=38525272&type=.m3u8
发哥赌神电影系列,http://106.53.212.251/daili/yy.php?id=39589923&type=.m3u8
古惑仔系列,http://106.53.212.251/daili/yy.php?id=1382658857&type=.m3u8
林正英搞笑僵尸,http://106.53.212.251/daili/yy.php?id=1351505899&type=.m3u8
胡歌 郡主,http://106.53.212.251/daili/yy.php?id=35467265&type=.m3u8
甄子丹系列,http://106.53.212.251/daili/yy.php?id=1353314294&type=.m3u8
《欧美电影》狙击动作,http://106.53.212.251/daili/yy.php?id=1331053117&type=.m3u8
天龙倚天笑傲,http://106.53.212.251/daili/yy.php?id=1351814644&type=.m3u8
元芳你怎么看,http://106.53.212.251/daili/yy.php?id=1351755386&type=.m3u8
欧美-新片500部,http://106.53.212.251/daili/yy.php?id=1353426319&type=.m3u8
康熙微服私访记-全集,http://106.53.212.251/daili/yy.php?id=34811100&type=.m3u8
铁齿铜牙纪晓岚,http://106.53.212.251/daili/yy.php?id=22039119&type=.m3u8
恐怖片鬼片-港片最全,http://106.53.212.251/daili/yy.php?id=67242782&type=.m3u8
少年包青天-经典悬疑,http://106.53.212.251/daili/yy.php?id=1382655207&type=.m3u8
林正英-僵尸王系列,http://106.53.212.251/daili/yy.php?id=1353685311&type=.m3u8
赌片 赌神 赌侠 赌圣,http://106.53.212.251/daili/yy.php?id=1352487950&type=.m3u8
鹿鼎记- 高清经典,http://106.53.212.251/daili/yy.php?id=28265277&type=.m3u8
重案六组-破案神剧,http://106.53.212.251/daili/yy.php?id=1382660045&type=.m3u8
